threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.5,0.23714953172942616,0.6840207403101126,0.07951070336391437,0.4276315789473684,0.13408973697782361,0.8867682762341516,13019,174,1505,130,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,test,default_0.5
0.26291379652696273,0.23714953172942616,0.6840207403101126,0.3730886850152905,0.2361595044521874,0.28923660502607873,0.7978149446992177,11220,1973,1025,610,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,test,best_f1
0.1417412895389354,0.23714953172942616,0.6840207403101126,0.7969418960244649,0.15135323498664188,0.2543928153065209,0.48489344483409763,5887,7306,332,1303,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,test,best_f2
0.08928511419700294,0.23714953172942616,0.6840207403101126,0.9657492354740062,0.1200030399756802,0.21347934834043128,0.21533585109252765,1614,11579,56,1579,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,test,max_recall_precision_ge_0.12
0.14021576238622874,0.23714953172942616,0.6840207403101126,0.8006116207951071,0.150011460004584,0.2526783129041598,0.4778122471000809,5776,7417,326,1309,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,test,max_recall_precision_ge_0.15
0.22142736281631625,0.23714953172942616,0.6840207403101126,0.4892966360856269,0.2,0.2839396628216504,0.7278796870785001,9993,3200,835,800,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d7_lr0012_l220_cw025,199,122.6705945408903,2193,test,max_recall_precision_ge_0.20
0.5,0.28233227438829095,0.7097281928108672,0.1736930860033727,0.41365461847389556,0.24465558194774348,0.8733992435803861,12854,438,1470,309,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_sqrt,199,99.76239133405033,2095,validation,default_0.5
0.34715879325354393,0.28233227438829095,0.7097281928108672,0.4052838673412029,0.2894419911682055,0.3377049180327869,0.812354853692522,11522,1770,1058,721,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_sqrt,199,99.76239133405033,2095,validation,best_f1
0.2345816456705358,0.28233227438829095,0.7097281928108672,0.6958965711073637,0.19054948437740496,0.29917834702754953,0.6151549333156393,8033,5259,541,1238,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_sqrt,199,99.76239133405033,2095,validation,best_f2
0.08624755384236818,0.28233227438829095,0.7097281928108672,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_sqrt,199,99.76239133405033,2095,validation,max_recall_precision_ge_0.12
0.16660892860348378,0.28233227438829095,0.7097281928108672,0.8802698145025295,0.15,0.256322121286521,0.3970539446619335,4418,8874,213,1566,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_sqrt,199,99.76239133405033,2095,validation,max_recall_precision_ge_0.15
0.2487342182429253,0.28233227438829095,0.7097281928108672,0.6481169196177627,0.2,0.3056733828207847,0.6524450932253998,8680,4612,626,1153,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_sqrt,199,99.76239133405033,2095,validation,max_recall_precision_ge_0.20
0.5,0.2389089378628682,0.6838382693444838,0.1327217125382263,0.3534201954397394,0.19297465540240108,0.8775964391691394,12796,397,1418,217,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_sqrt,199,99.76239133405033,2095,test,default_0.5
